OPIS_ID|OPIS_DANE|OPIS_AUTOR|OPIS_TYTUL|OPIS_WYDAWCA|OPIS_MWYD|OPIS_RWYD|ZKS_SYGNAT|RKS_TEKST
7687|001  amol2000080  a821.111-3100  a13905245  aKot Bob i jabjak kocur i człowiek znaleźli szczęście na ulicycJames Bowen ; [transl. Andrzej Wajs]260  aWarszawabWydawnictwo "Nasza Księgarnia"ccop. 2014300  a284, [4] s.c21 cm500  aTyt. oryg.: |Bowen, James (1979- ).|Kot Bob i ja : jak kocur i człowiek znaleźli szczę|Wydawnictwo "Nasza Księgarnia"|Warszawa|cop. 2014|beletrystyka|Beletrystyka
7688|001  amol2000080  a929-051(450):913(73):913(5)100  a13906245  aNic nie zdarza się przypadkiemcTiziano Terzani ; z wł. przeł. Anna Osmólska-Mętrak260  aWarszawabŚwiat Książki - Weltbild Polskac2011300  a717, [1] s.c21 cm500  aTyt. oryg.: "Un|Terzani, Tiziano (1938-2004).|Nic nie zdarza się przypadkiem|Świat Książki - Weltbild Polsk|Warszawa|2011|pamiętniki osobiste|Inne
7689|001  amol2000080  a821.162.1-3100  a7919245  aJezus z JudenfelducJan Grzegorczyk 260  aPoznańbZysk i S-ka Wydawnictwoc2012300  a255 [1] s.c21 cm650  a1920  a9748-83-7785-129-6|Grzegorczyk, Jan (1959- ).|Jezus z Judenfeldu|Zysk i S-ka Wydawnictwo|Poznań|2012|beletrystyka|Beletrystyka
7690|001  amol2000080  a82-94100  a13908245  aSzara godzinacZofia Kucówna260  aPoznańbZysk i S-ka Wydawnictwoc2012300  a364 [1] s.c24 cm500  aDod. druk. na opakowaniu zawiera koment. - Czyta autorka650  a2163920  a978-83-7506-889-4|Kucówna, Zofia (1933- ).|Szara godzina|Zysk i S-ka Wydawnictwo|Poznań|2012|pamiętniki osobiste|Inne
7691|001  amol2000080  a821.111(71)-3100  a9303245  aDziewczęta i kobietycAlice Munro ; przeł. Paweł Łopatka260  aKrakówbWydawnictwo Literackiec[2014]300  a380, [4] s.c21 cm650  a604700  a13909920  a978-83-7747-968-1|Munro, Alice (1931- ).|Dziewczęta i kobiety|Wydawnictwo Literackie|Kraków|[2014]|beletrystyka|Beletrystyka
8183|001  amol2000080  a77:004.42:004.92:(07)100  a8521245  aFotografia cyfrowabedycja zdjęćcScott Kelby ; [tł. Piotr Cieślak]250  aWyd. 7260  aGliwicebWydawnictwo Helionccop. 2013300  a442 s., [1] k. tabl.bil. kolor.c25 cm440  a340xv500|Kelby, Scott.|Fotografia cyfrowa : edycja zdjęć|Wydawnictwo Helion|Gliwice|cop. 2013|fotografia|Naukowe i popularnonaukowe
8185|001  amol2000080  a159.923:27-184100  a14408245  aJesteś cudemb50 lekcji jak uczynić niemożliwe możliwymcRegina Brett ; przeł. Olga Siara260  aKrakówbInsignis Mediaccop. 2013300  a354, [3] s.c20 cm650  a5461650  a5462650  a5463700  a|Brett, Regina (1956- ).|Jesteś cudem : 50 lekcji jak uczynić niemożliwe mo|Insignis Media|Kraków|cop. 2013|religie|Inne
8186|001  amol2000080  a272:612.013100  a14410245  aNiebo istnieje... Naprawdę!bniesamowita historia małego chłopca o wyprawie do nieba i z powrotemcTodd Burpo oraz Lynn Vincent ; tł. Olga Pieńkowska-Kordeczka260  aKraków
bDom Wydawniczy "Rafael"
ccop|Burpo, Todd.|Niebo istnieje... Naprawdę! : niesamowita historia|Dom Wydawniczy "Rafael"|Kraków|cop. 2011|religie|Inne
8187|001  amol2000080  a821.162.1-3100  a7924245  aOkno z widokiemcMagdalena Kordel260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2014300  a390, [4] s.c21 cm440  a780xv650  a1700  a13904920  a978-83-240-2991-4|Kordel, Magdalena (1978- ).|Okno z widokiem|Społeczny Instytut Wydawniczy |Kraków|2014|beletrystyka|Beletrystyka
8188|001  amol2000080  a821.162.1-3100  a14413245  aPierwszy krokcAdam Przechrzta ; il. Jarosław Musiał260  aLublinbFabryka Słówc2008300  a509, [3] s.c20 cm650  a800700  a9388700  a11409920  a978-83-60505-92-2|Przechrzta, Adam (1965- ).|Pierwszy krok|Fabryka Słów|Lublin|2008|fantastyka|Beletrystyka
8189|001  amol2000080  a821.133.1(64)-3100  a14414245  aŚwięta noccTahar Ben Jelloun ; przeł. Jacek Giszczak260  aKrakówbWydawnictwo Karakterc2014300  a195, [5] s.c20 cm500  aTyt. oryg.: "La nuit sacrée" 1987. Na s. red. błędny ISBN650  a5468
|Ben Jelloun, Tahar (1944- ).|Święta noc|Wydawnictwo Karakter|Kraków|2014|beletrystyka|Beletrystyka
8189|001  amol2000080  a821.133.1(64)-3100  a14414245  aŚwięta noccTahar Ben Jelloun ; przeł. Jacek Giszczak260  aKrakówbWydawnictwo Karakterc2014300  a195, [5] s.c20 cm500  aTyt. oryg.: "La nuit sacrée" 1987. Na s. red. błędny ISBN650  a5468
|Ben Jelloun, Tahar (1944- ).|Święta noc|Wydawnictwo Karakter|Kraków|2014|beletrystyka|Beletrystyka
8190|001  amol2000080  a821.111(94)-3100  a14416245  aZłodziejka książekcMarkus Zusak ; przeł Hanna Baltyn ; il. Trudy White260  aWarszawabWydawnictwo "Nasza Księgarnia"c2014300  a494, [2] s.bil.c23 cm500  aTyt. oryg.: "The book thief" 200565|Zusak, Markus (1975- ).|Złodziejka książek|Wydawnictwo "Nasza Księgarnia"|Warszawa|2014|powieść wojenna|Beletrystyka
8191|001  amol2000080  a821.111(73)-93100  a14419245  aW pierścieniu ogniacSuzanne Collins ; tł. Małgorzata Hesko-Kołodzińska i Piotr Budkiewicz260  aPoznańbHarbor Point Media Rodzinaccop. 2009300  a358, [1] s.c21 cm500  aCz. 2 trylogii, cz. 1 p|Collins, Suzanne (1962- ).|W pierścieniu ognia|Harbor Point Media Rodzina|Poznań|cop. 2009|powieść młodzieżowa|Beletrystyka
8192|001  amol2000080  a821.162.1-3100  a7924245  aWymarzony czascMagdalena Kordel260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2014300  a348, [4] s.c21 cm440  a780xv650  a1700  a13904920  a978-83-240-3126-9|Kordel, Magdalena (1978- ).|Wymarzony czas|Społeczny Instytut Wydawniczy |Kraków|2014|beletrystyka|Beletrystyka
8193|001  amol2000080  a821.162.1-3100  a14421245  aSońkacIgnacy Karpowicz260  aKrakówbWydawnictwo Literackiec2014300  a204, [4] s.c22 cm650  a1700  a12535920  a978-83-08-05353-9|Karpowicz, Ignacy (1976- ).|Sońka|Wydawnictwo Literackie|Kraków|2014|beletrystyka|Beletrystyka
8194|001  amol2000080  a821.161.1-3100  a14422245  aMetro 2033cDmitry Glukhovsky ; z ros. przeł. Paweł Podmiotko260  aKrakówbInsignis Mediac2014300  a612, [12] s.c21 cm650  a5470650  a800700  a14423920  a978-83-61428-99-2|Glukhovsky, Dmitry|Metro 2033|Insignis Media|Kraków|2014|fantastyka|Beletrystyka
8195|001  amol2000080  a821.111(73)-3100  a5956245  aSzczęściarzcNicholas Sparks ; z ang. przeł. Zofia Uhrynowska-Hanasz250  aWyd. 8260  aWarszawabWydawnictwo Albatros Andrzej Kuryłowiczc2013300  a406, [1] s.c21 cm500  aTyt. oryg.: The lucky o|Sparks, Nicholas (1965- ).|Szczęściarz|Wydawnictwo Albatros Andrzej K|Warszawa|2013|beletrystyka|Beletrystyka
8196|001  amol2000080  a821.411.16-3100  a14424245  aRosyjski romanscMeir Shalev ; przeł. Raja Bar-Peled260  aWarszawabWarszawskie Wydawnictwo Literackie Muzac2010300  a462, [2] s.c21 cm650  a2415700  a14425700  a11409920  a978-83-7495-857|Shalev, Meir (1948- ).|Rosyjski romans|Warszawskie Wydawnictwo Litera|Warszawa|2010|beletrystyka|Beletrystyka
8202|001  amol2000080  a159.922.7:159.922.8:364.634:004.738.5100  a14432245  aAgresja elektroniczna i cyberbullying jako nowe ryzykowne zachowania młodzieżycJacek Pyżalski250  aWyd. 2260  aKrakówbOficyna Wydawnicza "Impuls"c2012300  a317 s.
bil.
|Pyżalski, Jacek.|Agresja elektroniczna i cyberbullying jako nowe ry|Oficyna Wydawnicza "Impuls"|Kraków|2012|psychologia|Dydaktyka i pedagogika
8201|001  amol2000080  a821.112.2-3100  a14430245  aCiernista różacCharlotte Link ; z niem. przeł. Ewa Spirydowicz260  aKatowicebWydawnictwo Sonia Dragac2014300  a593, [1] s.c21 cm500  aTyt. oryg.: "Die Rosenzüchterin" 2000650  a3152700  a14|Link, Charlotte (1963- ).|Ciernista róża|Wydawnictwo Sonia Draga|Katowice|2014|sensacja|Beletrystyka
8200|001  amol2000080  a376.2/.3:372.4100  a14429245  aTerapia pedagogicznabscenariusze zajęćcpod red. Violetty Florkiewicz260  aŁódźbWydaw. Wyższej Szkoły Humanistyczno-Ekonomicznejc2012300  a174, [1] s.brys., tab.c30 cm500  aBibliogr. przy t|Florkiewicz, Violetta. Red.|Terapia pedagogiczna : scenariusze zajęć|Wydaw. Wyższej Szkoły Humanist|Łódź|2012|dydaktyka i pedagogi|Dydaktyka i pedagogika
8203|001  amol2000080  a821.111(73)-3100  a6254245  aBotanika duszycElizabeth Gilbert ; [przekł. Ewa Ledóchowicz]260  aPoznańbDom Wydawniczy Rebisccop. 2014300  a2 płyty (CD)bdigital, stereo.c12 cm500  aTyt. oryg.: "The signature of all things"|Gilbert, Elizabeth (1969- ).|Botanika duszy|Dom Wydawniczy Rebis|Poznań|cop. 2014|beletrystyka|Beletrystyka
8204|001  amol2000080  a821.111(73)-3100  a10425245  aPradawna stolicacMichael J. Sullivan ; przeł. Edward Marek Szmigiel260  aWarszawabPrószyński Mediac2013300  a670, [1] s.c20 cm440  a517xvt. 6500  aTyt. oryg. cyklu: "The Riyria revelation|Sullivan, Michael J. (1961- ).|Pradawna stolica|Prószyński Media|Warszawa|2013|fantastyka|Beletrystyka
8205|001  amol2000080  a821.162.1-3100  a14436245  aOpowiadania z lumpeksucMarta Hanna Precht260  aPelplinbWydawnictwo Bernardinumc2014300  a101 s.bil.c20 cm650  a1707700  a12535920  a978-83-7823-389-3|Precht, Marta Hanna.|Opowiadania z lumpeksu|Wydawnictwo Bernardinum|Pelplin|2014|beletrystyka|Beletrystyka
8206|001  amol2000080  a821.131.1-3100  a14437245  aPierwsza kawa o porankucDiego Galdino ; przeł. Tomasz Kwiecień260  aPoznańbDom Wydawniczy "Rebis"c2014300  a271 [1]c20 cm650  a236700  a9324920  a978-83-7818-617-5|Galdino, Diego|Pierwsza kawa o poranku|Dom Wydawniczy "Rebis"|Poznań|2014|beletrystyka|Beletrystyka
8207|001  amol2000080  a821.112.2-3100  a14438245  aNiech się w końcu coś zdarzycTrixi von Bülow ; tł. z jęz. niem. Aldona Zaniewska260  aWarszawabŚwiat Książki c2014300  a283, [4] s.c22 cm650  a3152700  a14439920  a978-83-7943-872-3|Bülow, Trixi von.|Niech się w końcu coś zdarzy|Świat Książki |Warszawa|2014|beletrystyka|Beletrystyka
8208|001  amol2000080  a821.111(73)-3100  a14440245  aZłośliwa trzynasttkacJanet Evanovich ; z ang. przeł. Dominika Repeczko260  aLublinbFabryka Słówc2014300  a356 s.c19 cm650  a3700  a14441920  a978-83-7574-963-2|Evanovich, Janet|Złośliwa trzynasttka|Fabryka Słów|Lublin|2014|kryminał|Beletrystyka
8209|001  amol2000080  a316.7+159100  a14442245  aŻycie w micie czyli Jak nie trafić do raju na niby i odnaleźć harmonię ze światemcWojciech Eichelberger, Beata Pawłowicz260  aWarszawabWydawnictwo Zwierciadłoccop. 2014300  a290, [6] s.c22 cm500 |Eichelberger, Wojciech (1944- ).|Życie w micie czyli Jak nie trafić do raju na niby|Wydawnictwo Zwierciadło|Warszawa|cop. 2014|socjologia|Naukowe i popularnonaukowe
8211|001  amol2000100  a14445245  aKlucz francuskibO francuskim stylu opowiadają Polacy zakochani we Francji i Francuzi zakochani w PolscecJoanna Nojszewska260  aWarszawabCzarne na Białymc2014300  a283 [1]bil.c21 cm650  a5064650  a3126650  a|Nojszewska, Joanna|Klucz francuski : O francuskim stylu opowiadają Po|Czarne na Białym|Warszawa|2014|opisy krajów|Inne
8210|001  amol2000080  a821.162.1-3100  a14444245  aAni słowa prawdycJacek Piekara 260  aLublinbFabryka Słówc2014300  a616 [4] s.bil.c20 cm650  a800920  a978-83-7574-647-1|Piekara,  Jacek|Ani słowa prawdy|Fabryka Słów|Lublin|2014|fantastyka|Beletrystyka
8212|001  amol2000080  a272-58100  a14446245  aSiła słabościbdepresja, kryzys, agresjacGiovanni Cucci ; tł. Krzysztof Stopa260  aKrakówbWydawnictwo "Salwator"ccop. 2012300  a332, [1] s.c21 cm500  aBibliogr. s. 323-330650  a5479700  a14447|Cucci, Giovanni (1959- ).|Siła słabości : depresja, kryzys, agresja|Wydawnictwo "Salwator"|Kraków|cop. 2012|religie|Naukowe i popularnonaukowe
8213|001  amol2000080  a913(100):929-051(73)"20"100  a5956245  aTrzy tygodnie z moim bratemcNicholas [& Micah] Sparks ; z ang. przeł. Elżbieta Zychowicz250  aWyd. 2260  aWarszawabWydawnictwo Albatros Andrzej Kuryłowiczc2013300  a414, [2] s.
bil.
|Sparks, Nicholas (1965- ).|Trzy tygodnie z moim bratem|Wydawnictwo Albatros Andrzej K|Warszawa|2013|podróże|Inne
8214|001  amol2000080  a821.162.1-1100  a14450245  aDe profundiscWojciech Wencel260  aKrakówbWydawnictwo Arcanac2010300  a39, [4] s.bil.c22 cm650  a122700  a11409920  a978-83-60940-89-1|Wencel, Wojciech (1972- ).|De profundis|Wydawnictwo Arcana|Kraków|2010|poezja|Beletrystyka
8215|001  amol2000080  a821.162.1-92:308(47+57)100  a14451245  aBiała gorączkacJacek Hugo-Bader250  aWyd. 3260  aWołowiecbWydawnictwo Czarnec2011300  a390, [9] s.bil.c23 cm440  a769xv650  a5483650  a1031700  a14452920  a978-83-7536-|Hugo-Bader, Jacek (1957- ).|Biała gorączka|Wydawnictwo Czarne|Wołowiec|2011|publicystyka|Inne
8216|001  amol2000080  a821.111(73)-3100  a6204245  aPan MercedescStephen King ; z ang. przeł. Danuta Górska260  aWarszawabWydawnictwo Albatros Andrzej Kuryłowiczc2014300  a573, [2] s.c21 cm650  a3700  a8988700  a12535920  a978-83-7885-937|King, Stephen (1947- ).|Pan Mercedes|Wydawnictwo Albatros Andrzej K|Warszawa|2014|sensacja|Beletrystyka
8217|001  amol2000080  a821.111(73)-3100  a5956245  aNajdłuższa podróżcNicholas Sparks ; z ang. przeł. Jacek Manicki, Anna Dobrzańska260  aWarszawabWydawnictwo Albatros A. Kuryłowiczc2014300  a493, [2] s.c21 cm500  aTyt. oryg.: "The longest ride|Sparks, Nicholas (1965- ).|Najdłuższa podróż|Wydawnictwo Albatros A. Kuryło|Warszawa|2014|beletrystyka|Beletrystyka
8218|001  amol2000080  a821.113.5-3100  a15470245  aSyncJo Nesbo ; przeł. z norw. Iwona Zimnicka260  aPoznańbWydawnictwo Dolnośląskie Oddział Publicatccop. 2014300  a427, [1] s.c21 cm440  a810xv650  a5484700  a14455920  a978-83-271-5154-|Nesbo, Jo (1960- ).|Syn|Wydawnictwo Dolnośląskie Oddzi|Poznań|cop. 2014|kryminał|Beletrystyka
8219|001  amol2000080  a821.162.1-3100  a6332245  aŚpiewaj ogrodycPaweł Huelle260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2014300  a317, [3] s.bil.c22 cm650  a1700  a12535920  a978-83-240-2195-6|Huelle, Paweł (1957- ).|Śpiewaj ogrody|Społeczny Instytut Wydawniczy |Kraków|2014|beletrystyka|Beletrystyka
8220|001  amol2000080  a821.112.2-3100  a14456245  aLawendowy pokójcNina George ; tł. Paulina Filippi-Lechowska260  aKrakówbWydawnictwo Otwartec2014300  a338, [1] s.c21 cm500  aTyt. oryg.:"Das Lavenderzimmer" 2014650  a3152700  a14457700  |George, Nina (1973- ).|Lawendowy pokój|Wydawnictwo Otwarte|Kraków|2014|beletrystyka|Beletrystyka
8221|001  amol2000080  a821.162.1-3100  a6144245  aGrandcJanusz Leon Wiśniewski260  aWarszawabWielka Literaccop. 2014300  a315, [1] s.bil.c21 cm650  a1700  a12535920  a978-83-64142-62-8 (opr. miękka).- 978-83-64142-61-1 (opr. twarda)|Wiśniewski, Janusz Leon (1954- ).|Grand|Wielka Litera|Warszawa|cop. 2014|beletrystyka|Beletrystyka
8222|001  amol2000080  a913(73):929-051(438)"19":929-051(438)"20"100  a7453245  aWyspa na preriicWojciech Cejrowski260  aPoznańbZysk i S-ka Wydawnictwoc2014300  a295, [1] s.bil. kolor.c21 cm440  a811xv650  a1269650  a5485700  a6875920|Cejrowski, Wojciech (1964- ).|Wyspa na prerii|Zysk i S-ka Wydawnictwo|Poznań|2014|podróże|Inne
8223|001  amol2000080  a821.111(540)-3100  a14458245  aBajarz z MarrakeszucJoydeep Roy-Bhattacharya ; przeł. Anna Żarnecka260  aKrakówbWydawnictwo Lambookc2013300  a271, [1] s.c21 cm500  aTyt. oryg.: "The storyteller of Marrakesh" 2011650  a54|Roy-Bhattacharya, Joydeep.|Bajarz z Marrakeszu|Wydawnictwo Lambook|Kraków|2013|beletrystyka|Beletrystyka
8224|001  amol2000080  a821.162.1-3100  a8874245  aZacisze GosicKatarzyna Michalak260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2014300  a299, [1] s.c21 cm440  a519xv650  a1700  a12994920  a978-83-240-2509-1|Michalak, Katarzyna (1969- ).|Zacisze Gosi|Społeczny Instytut Wydawniczy |Kraków|2014|beletrystyka|Beletrystyka
7039|001  amol2000080  a821.162.1-3100  a10820245  aJabłko granatucHalina Auderska250  a[Wyd. 3]260  aWarszawab"Czytelnik"c1978300  a370, [2] s.c16 cm440  a729xv500  aW metryce mylnie : Wyd. 6650  a16700  a11950|Auderska, Halina (1904-2000).|Jabłko granatu|"Czytelnik"|Warszawa|1978|beletrystyka|Beletrystyka
8230|001  amol2000080  a884-3100  a8822245  aStara baśńbpowieść z IX wiekucJózef Ignacy Kraszewski ; [przygot. do druku, posłowie i przypisy: Wincenty Danek ; przedm.: Julian Krzyżanowski]250  aWyd. 11260  aWarszawa
bLudowa Spółdzielnia Wydawnicza
c|Kraszewski, Józef Ignacy (1812-1887).|Stara baśń : powieść z IX wieku|Ludowa Spółdzielnia Wydawnicza|Warszawa|1967|powieść historyczna|Beletrystyka
8231|001  amol2000080  a884-1100  a10169245  aWiek klęskicStanisław Ryszard Dobrowolski260  aRzeszówbKrajowa Agencja Wydawniczaccop. 1983300  a79, [1] s.c20 cm650  a293920  a83-03-00115-9 (popr.)|Dobrowolski, Stanisław Ryszard (1907-1985).|Wiek klęski|Krajowa Agencja Wydawnicza|Rzeszów|cop. 1983|poezja|Beletrystyka
8232|001  amol2000080  a820-3100  a14463245  aWygasłe namiętnościcV.M. Sackville-West ; przeł. [z ang.] Anna Mysłowska260  aWarszawab"Czytelnik"c1982300  a205, [3] s.c20 cm650  a4700  a13924700  a11409920  a83-07-00747-X|Sackville-West, Victoria Mary (1892-1962).|Wygasłe namiętności|"Czytelnik"|Warszawa|1982|beletrystyka|Beletrystyka
1582|001  amol2000080  a884-2100  a7096245  aWeselecStanisław Wyspiański ; [il. Piotr Kozera]250  aWyd. 2 zmien.260  aWarszawab"Kama"c1994300  a262 [2] s.c21 cm650  a325700  a7805920  a83-86235-01-2|Wyspiański, Stanisław (1869-1907).|Wesele|"Kama"|Warszawa|1994|lektury|Lektury
6977|001  amol2000080  a635.8:582.2/.3]438)100  a13208245  aPrzewodnik grzyboznawczycMaria Lisiewska, Marian Szmid250  aWyd. 2 zm260  aWarszawabPańst. Wydaw. Rolnicze i Leśnec1980 dr. ukończ. 1979300  a149, [3] s., [4] k. tabl.
bil., tab.
c17 cm
|Lisiewska, Maria (1934- ).|Przewodnik grzyboznawczy|Państ. Wydaw. Rolnicze i Leśne|Warszawa|1980 dr. u|botanika|Naukowe i popularnonaukowe
8233|001  amol2000080  a820(73)-3100  a13346245  aNocny kowbojcJames Leo Herlihy ; z ang. przeł. Tomasz Mirkowicz260  aWarszawab"Książka i Wiedza"c1979300  a218, [2] s., [2] k. il.c19 cm650  a1291700  a6511700  a11409|Herlihy, James Leo.|Nocny kowboj|"Książka i Wiedza"|Warszawa|1979|beletrystyka|Beletrystyka
8234|001  amol2000080  a53+523+524100  a14464245  aStruktura materiibprzewodnik encyklopedycznyc[aut. Bär Hans-Joachim et al. ; tł. z niem. Włodzimierz Zych et al.]260  aWarszawabPańst. Wydaw. Naukowec1980300  a817, [2] s., [48] k. tabl. (w tym ko|Bär, Hans-Joachim.|Struktura materii : przewodnik encyklopedyczny|Państ. Wydaw. Naukowe|Warszawa|1980|fizyka|Naukowe i popularnonaukowe
8235|001  amol2000080  a532:681.2100  a14466245  aPomiary przepływów cieczy, par i gazówcTeodor Kuratow250  aWyd. 5 popr. i uzup260  aKatowiceb"Śląsk"c1977300  a186, [1] s., [1] k. tabl.bil., tab., wykr.c25 cm500  aBibliogr650  a5491700  |Kuratow, Teodor.|Pomiary przepływów cieczy, par i gazów|"Śląsk"|Katowice|1977|fizyka|Naukowe i popularnonaukowe
8239|001  amol2000080  a930(03)100  a14469245  aEncyklopedia. HistoriacAgnieszka Nawrot (red. prowadzący)250  aWyd. 2 popr.260  aKrakówbGregc2014300  a800 s. bil.c24 cm650  a1202650  a1524920  a978-83-7327-782-3|Nawrot, Agnieszka|Encyklopedia. Historia|Greg|Kraków|2014|słowniki rzeczowe|Wydawnictwa informacyjne
8240|001  amol2000080  a37.091.2-047.64100  a14470245  aJak być jeszcze lepszym?bewaluacja w edukacjicpod red. Grzegorza Mazurkiewicza260  aKrakówbWydawnictwo Uniwersytetu Jagiellońskiegoccop. 2012300  a339 s., [4] s. tabl.
bil. (w tym kolor.)
c24|Mazurkiewicz, Grzegorz. Red.|Jak być jeszcze lepszym? : ewaluacja w edukacji|Wydawnictwo Uniwersytetu Jagie|Kraków|cop. 2012|dydaktyka i pedagogi|Dydaktyka i pedagogika
8241|001  amol2000080  a37.014.61100  a14470245  aJakość edukacjibróżnorodne perspektywycpod red. Grzegorza Mazurkiewicza260  aKrakówbWydawnictwo Uniwersytetu Jagiellońskiegoccop. 2012300  a415 s.bil.c24 cm500  aBibliogr. przy rozdz650  a549|Mazurkiewicz, Grzegorz. Red.|Jakość edukacji : różnorodne perspektywy|Wydawnictwo Uniwersytetu Jagie|Kraków|cop. 2012|dydaktyka i pedagogi|Dydaktyka i pedagogika
8243|001  amol2000080  a821.162.1-3100  a14473245  aDziewczyna z zapałkamicAnna Janko260  aWarszawabWydawnictwo Nowy Światc2007300  a263, [1] s.c21 cm650  a1700  a11409920  a978-83-7386-237-1|Janko, Anna (1957- ).|Dziewczyna z zapałkami|Wydawnictwo Nowy Świat|Warszawa|2007|beletrystyka|Beletrystyka
8244|001  amol2000080  a821.111(73)-3100  a14474245  aNa zawsze i o jeden dzień dłużejcDelilah Marvelle ; tł. Magdalena Filipczuk, Michał Filipczuk260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2012300  a381, [1] s.c17 cm440  a812xv700  a14|Marvelle, Delilah.|Na zawsze i o jeden dzień dłużej|Społeczny Instytut Wydawniczy |Kraków|2012|beletrystyka|Beletrystyka
8245|001  amol2000080  a884(091)100  a14478245  aBachus w kontuszubz dziejów motywu alkoholu w literaturze polskiejcGrzegorz Godlewski ; Społeczny Komitet Przeciwalkoholowy. Zarząd Główny w Warszawie260  aCiechanów
bCiechanowskie Towarzystwo Naukowe
c|Godlewski, Grzegorz (1955- ).|Bachus w kontuszu : z dziejów motywu alkoholu w li|Ciechanowskie Towarzystwo Nauk|Ciechanów|1989|historia literatury|Naukowe i popularnonaukowe
8246|001  amol2000080  a91100  a14479245  aVitajte v Presovskom krajicVladimír Bárta260  a[Banská Bystrica]bAb Art Pressc[2013]300  a91, [5] s.bil.c22x22cm500  aTekst słow., ang., franc., ros.650  a5497920  a80-88817-24-2|Bárta, Vladimír (1939- ).|Vitajte v Presovskom kraji|Ab Art Press|[Banská Bystrica]|[2013]|opisy krajów|Inne
8242|001  amol2000100  a14471245  aKot który jadał wełnęcLilian Jackson Braun ; przeł. Robert Sudół260  aWarszawabElipsac[2013]300  a187 [1] s.c20 cm700  a14472920  a978-83-61226-42-0|Braun, Lilian Jackson|Kot który jadał wełnę|Elipsa|Warszawa|[2013]|kryminał|Beletrystyka
8247|001  amol2000080  a821.111(73)-3100  a14480245  aKot który się włączał i wyłączałcLilian Jackson Braun ; [przeł. Tomasz Rosiński]260  aWarszawabElipsac[2008]300  a189, [1] s.c20 cm440  a813xvt. 3440  a814xv500  aTyt. oryg.: "The cat|Braun, Lilian Jackson (1913-2011).|Kot który się włączał i wyłączał|Elipsa|Warszawa|[2008]|kryminał|Beletrystyka
8248|001  amol2000080  a821.111(73)-3100  a14480245  aKot, który nie polubił czerwienicLilian Jackson Braun ; przeł. Maja Szybińska260  aWarszawabElipsac[2008]300  a185, [1] s.c20 cm440  a815xv440  a814xv500  aTyt. oryg.: "The cat who sa|Braun, Lilian Jackson (1913-2011).|Kot, który nie polubił czerwieni|Elipsa|Warszawa|[2008]|kryminał|Beletrystyka
8249|001  amol2000080  a821.111(73)-3100  a14480245  aKot który lubił BrahmsacLilian Jackson Braun ; przeł. Anna Gren260  aWarszawabElipsac2008300  a184 [1] s.c20 cm440  a814xv650  a15700  a14484920  a978-83-61226-45-1|Braun, Lilian Jackson (1913-2011).|Kot który lubił Brahmsa|Elipsa|Warszawa|2008|kryminał|Beletrystyka
8250|001  amol2000080  a821.111(73)-3100  a14480245  aKot, który bawił się w listonoszacLilian Jackson Braun ; przeł. Stanisław Kroszczyński260  aWarszawabElipsac2008300  a188 [1] s.c20 cm440  a814xv650  a15700  a8241920  a978-83-61226-4|Braun, Lilian Jackson (1913-2011).|Kot, który bawił się w listonosza|Elipsa|Warszawa|2008|kryminał|Beletrystyka
8251|001  amol2000080  a821.111(73)-3100  a14480245  aKot, który znał SzekspiracLilian Jackson Braun ; przeł. Anna Barcz260  aWarszawabElipsac[2008]300  a187, [1] s.c20 cm440  a814xv650  a15700  a14485920  a978-83-61226-47-5|Braun, Lilian Jackson (1913-2011).|Kot, który znał Szekspira|Elipsa|Warszawa|[2008]|kryminał|Beletrystyka
8252|001  amol2000080  a821.111(73)-3100  a14486245  aKlub miłośników ginu i zupy z ostrygcNancy Rossiter ; tł. Nina Dzierżawska260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2013300  a348, [1] s.c17 cm440  a812xv500  aTyt. oryg.: "The gin |Rossiter, Nancy.|Klub miłośników ginu i zupy z ostryg|Społeczny Instytut Wydawniczy |Kraków|2013|beletrystyka|Beletrystyka
8379|001  amol2000080  a821.111(73)-3100  a10425245  aZdradziecki plancMichael J. Sullivan ; przeł. Edward Marek Szmigiel260  aWarszawabPrószyński Mediac2013300  a407, [1] s.c20 cm440  a517xvt. 5500  aTyt. oryg.: Wintertide, 2010, tyt. oryg.|Sullivan, Michael J. (1961- ).|Zdradziecki plan|Prószyński Media|Warszawa|2013|fantastyka|Beletrystyka
8486|001  amol2000080  a62(038)=111=162.1100  a14716245  aMały słownik techniczny angielsko-polski i polsko-angielskic[red. nauk. Teresa Jaworska, Ewa Romkowska]250  aWyd. 5. popr. i uzup., dodr260  aWarszawabWydawnictwo WNTc2012300  a[10], 619, |Jaworska, Teresa. Red.|Mały słownik techniczny angielsko-polski i polsko-|Wydawnictwo WNT|Warszawa|2012|słowniki językowe|Wydawnictwa informacyjne
